model,model_id,form_id,answer_run_id,experiment_id,trial_id,usable,full_fill_success,stop_reason,verified_correctness,question_total,correctness_pct,action_count,duration_s,total_tokens,estimated_usd_lower_bound,failure_category,failure_detail,source_summary
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,technical_support,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T031836283534Z,true,false,done_incomplete_fill_only,3,8,37.5,6,117.1,0,,done_incomplete_fill_only,verified_correctness=3/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/technical_support/run_0002/trial_20260714T031836283534Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,thesis_meeting,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T032033773452Z,true,false,timeout,6,8,75.0,14,2029.458,0,,timeout,timeout after 1800s,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/thesis_meeting/run_0002/trial_20260714T032033773452Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,travel_reimbursement,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T035423397218Z,true,false,done_incomplete_fill_only,2,11,18.18,13,280.181,0,,done_incomplete_fill_only,verified_correctness=2/11,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/travel_reimbursement/run_0002/trial_20260714T035423397218Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,usability_test,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T035903738580Z,true,true,filled_without_submit,7,7,100.0,8,115.754,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/usability_test/run_0002/trial_20260714T035903738580Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,volunteer_shift,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T040059928582Z,true,true,filled_without_submit,7,7,100.0,8,124.73,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/volunteer_shift/run_0002/trial_20260714T040059928582Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,wellbeing_check,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T040305108792Z,true,false,done_incomplete_fill_only,4,7,57.14,7,136.883,0,,done_incomplete_fill_only,verified_correctness=4/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/wellbeing_check/run_0002/trial_20260714T040305108792Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,workshop_signup,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T040522158766Z,true,true,filled_without_submit,7,7,100.0,7,115.922,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/workshop_signup/run_0002/trial_20260714T040522158766Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,accessibility_feedback,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T042131786430Z,true,false,done_incomplete_fill_only,7,8,87.5,10,248.2,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/accessibility_feedback/run_0002/trial_20260714T042131786430Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,alumni_checkin,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T042540756252Z,true,true,filled_without_submit,7,7,100.0,7,129.162,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/alumni_checkin/run_0002/trial_20260714T042540756252Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,bug_report,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T042750344178Z,true,false,done_incomplete_fill_only,8,9,88.89,10,199.578,0,,done_incomplete_fill_only,verified_correctness=8/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/bug_report/run_0002/trial_20260714T042750344178Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,club_application,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T043110267035Z,true,false,max_steps_exceeded,2,10,20.0,32,763.02,0,,max_steps_exceeded,max_steps=32,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/club_application/run_0002/trial_20260714T043110267035Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,club_event_planning,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T044353612278Z,true,false,done_incomplete_fill_only,2,10,20.0,16,320.441,0,,done_incomplete_fill_only,verified_correctness=2/10,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/club_event_planning/run_0002/trial_20260714T044353612278Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,conf_interest,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T044914411088Z,true,false,done_incomplete_fill_only,5,7,71.43,8,143.035,0,,done_incomplete_fill_only,verified_correctness=5/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/conf_interest/run_0002/trial_20260714T044914411088Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,conference_travel,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T045137834546Z,false,false,environment_error,0,10,0.0,13,141.629,0,,environment_error,"openai_compat_http_error:400:{""error"":{""message"":""This model's maximum context length is 32768 tokens. However, you requested 1024 output tokens and your prompt contains at least 31745 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=31745)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/conference_travel/run_0002/trial_20260714T045137834546Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,course_enrollment,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T045359828658Z,true,false,max_steps_exceeded,6,8,75.0,32,697.787,0,,max_steps_exceeded,max_steps=32,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/course_enrollment/run_0002/trial_20260714T045359828658Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,course_feedback,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T050538046075Z,true,false,done_incomplete_fill_only,6,9,66.67,11,272.437,0,,done_incomplete_fill_only,verified_correctness=6/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/course_feedback/run_0002/trial_20260714T050538046075Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,data_annotation,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T051010826891Z,true,false,done_incomplete_fill_only,4,9,44.44,14,234.696,0,,done_incomplete_fill_only,verified_correctness=4/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/data_annotation/run_0002/trial_20260714T051010826891Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,dataset_request,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T051405871705Z,true,false,done_incomplete_fill_only,4,9,44.44,12,272.472,0,,done_incomplete_fill_only,verified_correctness=4/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/dataset_request/run_0002/trial_20260714T051405871705Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,equipment_checkout,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T051838690507Z,true,false,done_incomplete_fill_only,8,9,88.89,12,225.113,0,,done_incomplete_fill_only,verified_correctness=8/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/equipment_checkout/run_0002/trial_20260714T051838690507Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,event_rsvp,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T052224124393Z,true,true,filled_without_submit,6,6,100.0,7,106.612,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/event_rsvp/run_0002/trial_20260714T052224124393Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,exam_registration,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T052411109580Z,true,false,done_incomplete_fill_only,7,8,87.5,9,175.856,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/exam_registration/run_0002/trial_20260714T052411109580Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,experiment_booking,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T052707351035Z,true,false,done_incomplete_fill_only,4,9,44.44,12,270.166,0,,done_incomplete_fill_only,verified_correctness=4/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/experiment_booking/run_0002/trial_20260714T052707351035Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,field_trip,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T053137887714Z,true,false,timeout,4,8,50.0,7,1922.213,0,,timeout,timeout after 1800s,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/field_trip/run_0002/trial_20260714T053137887714Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,hackathon_signup,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T060340503770Z,true,false,done_incomplete_fill_only,4,9,44.44,9,206.375,0,,done_incomplete_fill_only,verified_correctness=4/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/hackathon_signup/run_0002/trial_20260714T060340503770Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,housing_preference,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T060707132137Z,true,true,filled_without_submit,7,7,100.0,7,129.667,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/housing_preference/run_0002/trial_20260714T060707132137Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,internship_app,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T060917158260Z,true,false,done_incomplete_fill_only,4,12,33.33,13,290.034,0,,done_incomplete_fill_only,verified_correctness=4/12,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/internship_app/run_0002/trial_20260714T060917158260Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,job_fair,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T061407489506Z,true,false,done_incomplete_fill_only,4,9,44.44,12,242.538,0,,done_incomplete_fill_only,verified_correctness=4/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/job_fair/run_0002/trial_20260714T061407489506Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,lab_safety,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T061810550610Z,true,false,done_incomplete_fill_only,7,8,87.5,9,189.255,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/lab_safety/run_0002/trial_20260714T061810550610Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,lab_visit,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T062120167789Z,true,false,done_incomplete_fill_only,7,8,87.5,7,133.531,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/lab_visit/run_0002/trial_20260714T062120167789Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,language_exchange,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T062334031818Z,true,false,done_incomplete_fill_only,4,9,44.44,9,111.559,0,,done_incomplete_fill_only,verified_correctness=4/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/language_exchange/run_0002/trial_20260714T062334031818Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,library_membership,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T062525961862Z,true,true,filled_without_submit,7,7,100.0,7,118.59,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/library_membership/run_0002/trial_20260714T062525961862Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,meal_plan,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T062724890161Z,true,true,filled_without_submit,7,7,100.0,12,207.652,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/meal_plan/run_0002/trial_20260714T062724890161Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,mentor_match,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T063052888160Z,true,false,done_incomplete_fill_only,6,7,85.71,14,252.744,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/mentor_match/run_0002/trial_20260714T063052888160Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,newsletter_signup,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T063505948789Z,true,false,done_incomplete_fill_only,6,7,85.71,8,160.0,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/newsletter_signup/run_0002/trial_20260714T063505948789Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,office_hours,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T063746278412Z,true,false,done_incomplete_fill_only,6,8,75.0,9,168.896,0,,done_incomplete_fill_only,verified_correctness=6/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/office_hours/run_0002/trial_20260714T063746278412Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,orientation_signup,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T064035522302Z,true,false,done_incomplete_fill_only,7,8,87.5,14,270.012,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/orientation_signup/run_0002/trial_20260714T064035522302Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,paper_review,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T064505801149Z,true,false,done_incomplete_fill_only,5,7,71.43,9,171.09,0,,done_incomplete_fill_only,verified_correctness=5/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/paper_review/run_0002/trial_20260714T064505801149Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,peer_evaluation,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T064757286227Z,true,false,done_incomplete_fill_only,6,7,85.71,10,194.81,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/peer_evaluation/run_0002/trial_20260714T064757286227Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,project_update,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T065112433070Z,true,true,filled_without_submit,8,8,100.0,9,155.478,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/project_update/run_0002/trial_20260714T065112433070Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,publication_submission,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T065348244162Z,true,false,max_steps_exceeded,4,10,40.0,32,533.183,0,,max_steps_exceeded,max_steps=32,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/publication_submission/run_0002/trial_20260714T065348244162Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,purchase_request,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T070241807139Z,false,false,environment_error,0,10,0.0,15,210.076,0,,environment_error,"openai_compat_http_error:400:{""error"":{""message"":""This model's maximum context length is 32768 tokens. However, you requested 1024 output tokens and your prompt contains at least 31745 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=31745)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/purchase_request/run_0002/trial_20260714T070241807139Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,remote_setup,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T070612292608Z,true,false,done_incomplete_fill_only,6,7,85.71,8,1348.211,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/remote_setup/run_0002/trial_20260714T070612292608Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,research_interest,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T072840870771Z,true,true,filled_without_submit,7,7,100.0,9,136.624,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/research_interest/run_0002/trial_20260714T072840870771Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,room_booking,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T073057864642Z,true,false,done_incomplete_fill_only,6,9,66.67,10,163.848,0,,done_incomplete_fill_only,verified_correctness=6/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/room_booking/run_0002/trial_20260714T073057864642Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,scholarship_interest,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T073342047727Z,true,false,done_incomplete_fill_only,6,7,85.71,8,163.414,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/scholarship_interest/run_0002/trial_20260714T073342047727Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,seminar_proposal,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T073625788337Z,false,false,environment_error,0,8,0.0,12,128.111,0,,environment_error,"openai_compat_http_error:400:{""error"":{""message"":""This model's maximum context length is 32768 tokens. However, you requested 1024 output tokens and your prompt contains at least 31745 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=31745)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/seminar_proposal/run_0002/trial_20260714T073625788337Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,software_access,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T073834265165Z,true,false,done_incomplete_fill_only,7,8,87.5,9,188.136,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/software_access/run_0002/trial_20260714T073834265165Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,sports_tournament,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T074142804614Z,true,false,max_steps_exceeded,4,9,44.44,32,750.308,0,,max_steps_exceeded,max_steps=32,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/sports_tournament/run_0002/trial_20260714T074142804614Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,study_group_match,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T075413460030Z,true,true,filled_without_submit,7,7,100.0,13,228.363,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/study_group_match/run_0002/trial_20260714T075413460030Z/summary.json
